OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,ENERGYSTARScore_is_missing,flag_anomalie,type_anomalie,critere_detection,action,justification,IsZeroFloorReported,IsAggregatedCampus,_ratio_usage,_energy_gap_pct
26933,2016,Nonresidential COS,Other,Langston Hughes Performing Arts Center,104 17th Ave South,Seattle,WA,98144.0,9826700795,3,CENTRAL,47.60133,-122.31088,1913,1.0,3.0,20992,0,20992,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,24600.0,Social/Meeting Hall,4625.0,Other - Education,1665.0,,,80.09999847,93.19999695,123.0999985,138.3999939,2473302.0,2879554.5,0.0,169077.4063,576892.0,18964.09961,1896410.0,False,,Compliant,,104.74,4.99,True,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.171875,0.0
26973,2016,NonResidential,Mixed Use Property,New Central,657 South Weller Street,Seattle,WA,98104.0,6054550000,2,DOWNTOWN,47.59737,-122.32487,1909,1.0,3.0,49299,0,49299,"Multifamily Housing, Office, Restaurant",Office,24099.0,Multifamily Housing,23632.0,Restaurant,5320.0,,,89.19999695,90.90000153,0.0,0.0,4729846.5,4821852.0,0.0,387981.3125,1323792.0,0.0,0.0,False,,Compliant,,9.23,0.19,True,True,Incohérence énergétique,Écart sources/total > 10%,❌ Suppression,CO₂ mathématiquement corrompu (déconnexion sources/total),False,False,0.48883344489746244,72.01
27007,2016,NonResidential,Worship Facility,Seattle Community Church,4501 46th Avenue NE,Seattle,WA,98105.0,5364200005,4,NORTHEAST,47.66146,-122.2788,1954,1.0,2.0,20039,0,20039,Worship Facility,Worship Facility,20039.0,,,,,,100.0,5.199999809,5.199999809,16.39999962,16.39999962,104722.2969,104722.2969,0.0,30692.30078,104722.0,0.0,0.0,False,,Non-Compliant,Low outlier,0.73,0.04,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
27008,2016,SPS-District K-12,K-12 School,Laurelhurst Elementary,4530 46th Ave. N.E.,Seattle,WA,98105.0,5364200330,4,NORTHEAST,47.6622,-122.27796,1928,1.0,2.0,54943,0,54943,K-12 School,K-12 School,57247.0,,,,,,94.0,37.70000076,43.59999847,63.79999924,70.90000153,2155390.25,2498122.25,0.0,195086.9063,665637.0,14897.53809,1489754.0,True,,Error - Correct Default Data,,83.76,1.52,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0419343683453761,0.0
27080,2016,NonResidential,Worship Facility,Japanese Presbyterian Church,1801 24th Avenue South,Seattle,WA,98144.0,3881900570,3,SOUTHEAST,47.58671,-122.30201,1963,1.0,2.0,22952,0,22952,"Parking, Worship Facility",Worship Facility,22962.0,Parking,0.0,,,,98.0,20.5,23.70000076,32.79999924,36.70000076,470666.6875,545136.5,0.0,36306.5,123878.0,3467.890137,346789.0,False,,Compliant,,19.28,0.84,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0004356918787034,0.0
27122,2016,NonResidential,Warehouse,Cedar Heights,6535 5th Place South,Seattle,WA,98108.0,5367201865,2,GREATER DUWAMISH,47.54491,-122.32758,1951,1.0,2.0,28032,0,28032,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,,,,,,52.0,44.0,51.29999924,81.80000305,89.40000153,1321065.0,1539819.875,0.0,149629.5,510536.0,8105.290039,810529.0,False,,Compliant,,46.61,1.66,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0702054794520548,0.0
27231,2016,SPS-District K-12,K-12 School,Loyal Heights Elementary,2511 N.W. 80th St.,Seattle,WA,98117.0,4443801580,6,BALLARD,47.68644,-122.38905,1932,1.0,2.0,44753,0,44753,K-12 School,K-12 School,46545.0,,,,,,96.0,35.20000076,39.09999847,62.09999847,67.19999695,1638691.625,1817756.125,0.0,163794.7031,558868.0,10798.24121,1079824.0,True,,Error - Correct Default Data,,61.25,1.37,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0400420083569817,0.0
27303,2016,NonResidential,Other,EMERSON,1249 NE 145TH ST,Seattle,WA,98155.0,6632300641,5,North,47.73368,-122.31366,1948,1.0,2.0,47237,0,47237,Other,Other,47661.0,,,,,,,125.5,125.8000031,394.1000061,395.0,5981430.0,5996179.5,0.0,1753056.75,5981430.0,0.0,0.0,False,,Compliant,,41.7,0.88,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0089760145648539,0.0
27365,2016,SPS-District K-12,K-12 School,Adams Elementary,6110 28th Ave. N.W.,Seattle,WA,98107.0,6658000060,6,BALLARD,47.67363,-122.39152,1989,1.0,2.0,57298,0,57298,K-12 School,K-12 School,60882.0,,,,,,91.0,26.10000038,27.60000038,81.80000305,86.69999695,1586388.75,1681189.25,0.0,464943.9063,1586389.0,0.0,0.0,True,,Error - Correct Default Data,,11.06,0.19,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0625501762714231,0.0
27597,2016,SPS-District K-12,K-12 School,Northgate Elementary,11725 1st Ave. N.E.,Seattle,WA,98125.0,6411600312,5,NORTHWEST,47.71487,-122.32959,1956,1.0,1.0,45174,0,45174,K-12 School,K-12 School,45174.0,,,,,,84.0,43.79999924,48.79999924,82.5,88.90000153,1980825.25,2205570.75,0.0,230648.0938,786971.0,11938.53711,1193854.0,True,,Error - Correct Default Data,,68.89,1.52,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
27821,2016,NonResidential,Supermarket / Grocery Store,70500866 -- Northgate,11100 Roosevelt Way NE,Seattle,WA,98125.0,5724500615,5,North,47.70941,-122.31707,1996,1.0,1.0,44755,0,44755,Supermarket/Grocery Store,Supermarket/Grocery Store,46978.0,,,,,,56.0,245.1999969,254.1999969,521.0,527.2999878,11521140.0,11943740.0,0.0,1736110.75,5923610.0,55975.28906,5597529.0,False,,Compliant,,338.58,7.57,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0496704278851525,0.0
27891,2016,NonResidential,Other,University VW,4724 Roosevelt Way NE,Seattle,WA,98105.0,6746701575,4,NORTHEAST,47.66386,-122.31715,1924,1.0,2.0,21600,0,21600,"Other - Services, Retail Store",Other - Services,32580.0,Retail Store,9650.0,,,,,38.40000153,38.40000153,120.6999969,120.6999969,1623657.0,1623657.0,0.0,475866.5938,1623657.0,0.0,0.0,False,,Compliant,,11.32,0.52,True,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.5083333333333333,0.0
27922,2016,NonResidential,K-12 School,Seattle Temple,1511 E. Pike Street,Seattle,WA,98122.0,7234600135,3,CENTRAL,47.61395,-122.31253,1951,1.0,2.0,36825,0,36825,"K-12 School, Office, Social/Meeting Hall, Worship Facility",K-12 School,44340.0,Worship Facility,10415.0,Social/Meeting Hall,4925.0,,,27.20000076,29.29999924,58.0,60.29999924,1755072.75,1892122.25,0.0,267222.4063,911763.0,8433.100586,843310.0,False,,Compliant,,51.14,1.39,True,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.2040733197556008,0.0
27928,2016,NonResidential,Small- and Mid-Sized Office,Jewish Family Service,1601 16th Ave,Seattle,WA,98122.0,7234600310,3,EAST,47.61546,-122.31195,1958,1.0,3.0,25834,0,25834,Office,Office,31822.0,,,,,,73.0,65.19999695,69.90000153,148.6000061,157.3000031,2076289.625,2223401.5,0.0,357342.6875,1219253.0,8570.360352,857036.0,False,,Compliant,,54.02,2.09,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.2317875667724705,0.0
27947,2016,NonResidential,Worship Facility,ST MARKS CATHEDRAL,1245 10th Avenue East,Seattle,WA,98102.0,6762700860,3,EAST,47.63193,-122.32126,1929,1.0,1.0,37700,0,37700,Worship Facility,Worship Facility,52225.0,,,,,,38.0,66.69999695,80.30000305,100.0999985,115.6999969,3481727.5,4195549.5,0.0,220347.7969,751827.0,27299.00781,2729901.0,False,,Compliant,,150.23,3.98,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.3852785145888593,0.0
27955,2016,SPS-District K-12,K-12 School,Montlake Elementary,2409 22nd Ave. E.,Seattle,WA,98112.0,6788200735,3,EAST,47.64063,-122.30428,1925,1.0,2.0,27273,0,27273,K-12 School,K-12 School,27273.0,,,,,,90.0,46.09999847,52.70000076,81.90000153,90.90000153,1258619.125,1436271.0,0.0,127941.0,436535.0,8220.842773,822084.0,True,,Error - Correct Default Data,,46.7,1.71,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
28029,2016,NonResidential,Refrigerated Warehouse,Plymouth Poultry,4500 7th Ave S,Seattle,WA,98108.0,7376600690,2,GREATER DUWAMISH,47.56268,-122.32364,1970,1.0,1.0,22890,0,22890,"Office, Refrigerated Warehouse",Refrigerated Warehouse,43452.0,Office,2890.0,,,,,215.8999939,212.3999939,629.0999756,615.0,10005787.0,9844836.0,0.0,2614893.0,8922015.0,10837.70996,1083771.0,False,,Compliant,,119.76,5.23,True,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.8982961992136305,0.0
29552,2016,NonResidential,Large Office,705 5th Avenue,705 5th Ave S,Seattle,WA,98104.0,8809700040,2,DOWNTOWN,47.59634,-122.32807,2000,1.0,11.0,273185,0,273185,Office,Office,281566.0,,,,,20162015201020092008,88.0,52.20000076,52.20000076,164.0,164.0,14709151.0,14709151.0,0.0,4311005.0,14709149.0,0.0,0.0,False,,Compliant,,102.54,0.38,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0306788440068086,0.0
33527,2016,NonResidential,University,SCCC WOOD CONSTRUCTION,2310 S LANE ST,Seattle,WA,98144.0,3646100850,3,CENTRAL,47.59677,-122.30172,2013,2.0,1.0,57468,0,57468,College/University,College/University,67750.0,,,,,,,52.29999924,55.79999924,120.6999969,124.4000015,3543985.5,3778965.75,0.0,625200.0,2133182.0,14108.0293,1410803.0,False,,Compliant,,89.8,1.56,True,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,False,False,1.178916962483469,0.0
33548,2016,NonResidential,University,SCCC SCIENCE AND MATH,1814 HARVARD ST,Seattle,WA,98122.0,6003001335,3,EAST,47.61808,-122.32175,2006,1.0,5.0,84000,0,84000,College/University,College/University,84300.0,,,,,,,144.5,149.1999969,262.0,264.3999939,12184124.0,12581302.0,0.0,1303202.75,4446528.0,77375.96094,7737596.0,False,,Compliant,,441.94,5.26,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0035714285714286,0.0
35391,2016,NonResidential,Retail Store,LUMEN Commercial,500 Mercer st,Seattle,WA,98109.0,4458720000,7,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,2006,1.0,4.0,34010,0,34010,Retail Store,Retail Store,38428.0,,,,,,,92.69999695,94.0,290.8999939,295.1000061,3560614.25,3611326.75,0.0,1043556.188,3560614.0,0.0,0.0,False,,Compliant,,24.82,0.73,True,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.1299029697147898,0.0
37008,2016,NonResidential,Other,CenturyLink Field Event Center,1000 Occidental Ave.,Seattle,WA,98134.0,7666204876,2,GREATER DUWAMISH,47.59544,-122.33159,1999,1.0,6.0,333698,0,333698,"Other - Entertainment/Public Assembly, Parking",Parking,432903.0,Other - Entertainment/Public Assembly,333698.0,,,,,41.09999847,43.90000153,102.0999985,105.0,13730204.0,14658050.0,0.0,2755550.0,9401937.0,43282.66797,4328267.0,False,,Compliant,,295.42,0.89,True,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.2972897649970931,0.0
39332,2016,SPS-District K-12,K-12 School,South Shore K-8,4800 S. Henderson,Seattle,WA,98118.0,2123700250,2,SOUTHEAST,47.52374,-122.27201,2009,1.0,2.0,138705,0,138705,K-12 School,K-12 School,138705.0,,,,,,84.0,35.79999924,38.5,82.80000305,85.69999695,4959298.0,5344758.0,0.0,880538.0,3004396.0,19549.02148,1954902.0,True,,Error - Correct Default Data,,124.77,0.9,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
40028,2016,NonResidential,Warehouse,Sandpoint #5,7561 63rd Ave NE,Seattle,WA,98115.0,0225049077,4,NORTHEAST,47.68454,-122.26235,1940,1.0,,384772,0,384772,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,349953.0,Office,63872.0,,,,69.0,36.70000076,39.0,84.09999847,86.5,15206762.0,16139557.0,0.0,2642108.0,9014872.0,61918.87891,6191888.0,False,,Compliant,,391.7,1.02,False,False,Nombre d'étages incohérent,NumberofFloors=0 & BuildingType!=Campus,⚠️ Feature Engineering : NaN + Flag,"Structure massive nécessitant plusieurs niveaux (ex: Grand Hyatt, Pacific Place)",True,False,0.9095074485669435,0.0
40031,2016,NonResidential,Medical Office,Sandpoint #25,6222 NE 74th St,Seattle,WA,98115.0,0225049077,4,NORTHEAST,47.6824,-122.26223,1960,1.0,,30287,0,30287,Medical Office,Medical Office,28050.0,,,,,,32.0,78.19999695,81.30000305,217.3999939,220.6000061,2193115.0,2279632.5,0.0,532064.6875,1815405.0,3777.100342,377710.0,False,,Compliant,,32.72,1.08,False,False,Nombre d'étages incohérent,NumberofFloors=0 & BuildingType!=Campus,⚠️ Feature Engineering : NaN + Flag,"Structure massive nécessitant plusieurs niveaux (ex: Grand Hyatt, Pacific Place)",True,False,0.9261399280219236,0.0
40034,2016,NonResidential,Small- and Mid-Sized Office,Sandpoint #29,6200 NE 74th ST,Seattle,WA,98115.0,0225049077,4,NORTHEAST,47.68254,-122.26299,1960,1.0,,21931,0,21931,Office,Office,31845.0,Office,31845.0,,,,32.0,124.0,134.8000031,221.8999939,233.3000031,3947209.25,4292216.0,0.0,409903.5,1398591.0,25486.18555,2548619.0,False,,Compliant,,145.11,6.62,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,True,False,1.4520541698964935,0.0
40067,2016,NonResidential,Small- and Mid-Sized Office,Olympic Block,101 Yesler Way,Seattle,WA,98104.0,5247800440,7,DOWNTOWN,47.60148,-122.33379,1985,1.0,6.0,73102,0,73102,"Office, Parking",Office,92723.0,Parking,18364.0,,,,84.0,46.5,48.40000153,145.8999939,151.8000031,4307238.5,4483478.0,0.0,1262379.25,4307238.0,0.0,0.0,False,,Compliant,,30.03,0.41,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.268405789171295,0.0
41928,2016,NonResidential,Supermarket / Grocery Store,Safeway 1586 - 15th Ave,12318 15th Ave NE,Seattle,WA,98115.0,6798100875,5,NORTH,47.71864,-122.312,2011,1.0,1.0,51400,0,51400,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,51841.0,Parking,0.0,,,,74.0,225.6999969,233.0,514.7999878,522.4000244,11702959.0,12081430.0,0.0,2019099.75,6889168.0,48137.89844,4813790.0,False,,Compliant,,303.69,5.91,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.008579766536965,0.0
43948,2016,Nonresidential COS,Other,Georgetown Steamplant,6605 13th Avenue South,Seattle,WA,98108.0,0000000000,2,GREATER DUWAMISH,47.54277,-122.31626,1906,1.0,2.0,39212,0,39212,Other,Other,39212.0,,,,,,,1.799999952,1.799999952,5.800000191,5.800000191,72370.39844,72370.39844,0.0,21210.59961,72371.0,0.0,0.0,False,,Non-Compliant,Low outlier,0.5,0.01,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
45927,2016,NonResidential,Laboratory,Reasearch and Training Building,300 Ninth Avenue,Seattle,WA,98104.0,8590900220,3,EAST,47.60427,-122.32311,2000,1.0,8.0,178000,0,178000,Laboratory,Laboratory,181930.0,,,,,,,292.2000122,302.7000122,587.2000122,594.4000244,53166156.0,55068016.0,31030194.0,6487678.5,22135959.0,0.0,0.0,False,,Compliant,,2549.47,14.32,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0220786516853932,0.0
49699,2016,NonResidential,Warehouse,21615-Seattle/10020 MartinLutherKing,10020 Martin Luther King Jr Way S,Seattle,WA,98178.0,0323049141,2,SOUTHEAST,47.51098,-122.27817,1988,1.0,2.0,45700,0,45700,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,293707.0,,,,,,99.0,5.300000191,5.300000191,15.80000019,15.80000019,1544193.75,1547490.125,0.0,422506.9063,1441594.0,1025.999756,102600.0,False,,Compliant,,15.5,0.34,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,6.426849015317287,0.0
49703,2016,SPS-District K-12,K-12 School,Catharine Blaine K-8,2550 34th Ave. W.,Seattle,WA,98199.0,2225039016,7,MAGNOLIA / QUEEN ANNE,47.64342,-122.3997,1952,1.0,1.0,116101,0,116101,K-12 School,K-12 School,119685.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49936.19531,4993620.0,False,,Missing Data,,265.21,2.28,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0308696738184857,inf
49705,2016,Nonresidential COS,Other,Magnuson,7400 Sand Point Way NE,Seattle,WA,98115.0,0225049062,4,NORTHEAST,47.68212,-122.2633,1929,8.0,,502030,0,502030,Other - Recreation,Other - Recreation,564258.0,,,,,,,32.70000076,36.59999847,69.0,74.30000305,18470340.0,20672948.0,0.0,2743225.0,9359884.0,91104.54688,9110455.0,False,,Compliant,,549.11,1.09,True,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,True,False,1.12395275182758,0.0
49715,2016,NonResidential,Residence Hall,Elm Hall,1218 NE Campus Pkwy,Seattle,WA,98195.0,1142002135,4,NORTHEAST,47.65642,-122.31475,2012,1.0,5.0,136758,0,136758,Residence Hall/Dormitory,Residence Hall/Dormitory,207017.0,,,,,,90.0,30.29999924,32.20000076,66.40000153,70.09999847,6275367.5,6662918.5,0.0,1002526.313,3420620.0,28547.47656,2854748.0,False,,Compliant,,175.46,1.28,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.513746910601208,0.0
49718,2016,Nonresidential COS,Other,South Transfer Station,130 South Kenyon St.,Seattle,WA,98108.0,2924049006,1,GREATER DUWAMISH,47.53246,-122.33304,2012,2.0,2.0,137138,0,137138,Other - Utility,Other - Utility,138602.0,,,,,,,39.5,40.20000076,124.0,126.3000031,5475367.0,5574345.0,0.0,1604738.125,5475366.0,0.0,0.0,False,,Compliant,,38.17,0.28,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0106753780863071,0.0
49784,2016,NonResidential,Small- and Mid-Sized Office,Bullitt Center,1501 E. Madison St.,Seattle,WA,98122.0,7234600195,3,CENTRAL,47.61432,-122.31257,2013,1.0,6.0,52000,0,52000,Office,Office,48159.0,,,,,,100.0,7.099999905,5.0,2.0,-2.099999905,342726.0938,240132.0938,0.0,-33826.80078,-115417.0,0.0,0.0,False,,Compliant,,-0.8,-0.02,False,True,Contraintes physiques,Valeurs énergétiques < 0,❌ Suppression,Violation physique fondamentale,False,False,0.9261346153846154,133.68
49858,2016,NonResidential,K-12 School,The Northwest School 401,401 Pike,Seattle,WA,98122.0,8725600410,3,EAST,47.61386,-122.32647,2014,1.0,2.0,35780,0,35780,K-12 School,K-12 School,38000.0,,,,,,22.0,76.59999847,78.0,203.3999939,204.6999969,2912264.0,2962615.25,0.0,654810.625,2234214.0,6780.5,678050.0,False,,Compliant,,51.59,1.44,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0620458356623812,0.0
49850,2016,NonResidential,K-12 School,Paul G Allen Athletic Center,14050 1st Ave NE,Seattle,WA,98125.0,2832100190,5,NORTHWEST,47.73143,-122.32784,2014,1.0,2.0,48925,0,48925,K-12 School,K-12 School,63500.0,,,,,,82.0,26.20000076,26.70000076,73.0,73.59999847,1662054.125,1695022.25,0.0,405739.3125,1384383.0,2469.06958,246907.0,False,,Compliant,,22.76,0.47,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.2979049565661727,1.85
49865,2016,NonResidential,Other,SOUTH,2623 NE 46th St,Seattle,WA,98105.0,0925049427,4,NORTHEAST,47.66246,-122.29898,2013,1.0,6.0,305025,239252,65773,"Lifestyle Center, Medical Office",Lifestyle Center,318986.0,Medical Office,19909.0,,,,,76.59999847,78.30000305,156.5,159.0,25959642.0,26532170.0,0.0,3614135.75,12331431.0,136282.0938,13628209.0,False,,Compliant,,809.76,2.65,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0457700188509138,0.0
49926,2016,NonResidential,University,SCCC MAIN BROADWAY/EDISON,1701 BROADWAY,Seattle,WA,98122.0,6003001130,3,EAST,47.61748356,-122.321853,1925,1.0,3.0,428347,0,428347,College/University,College/University,472384.0,,,,,,,78.40000153,82.5,183.6999969,187.3000031,37022180.0,38977108.0,13556219.0,6427496.5,21930618.0,15353.41016,1535341.0,False,,Compliant,,1280.81,2.99,True,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.1028068365133874,0.0
49940,2016,NonResidential,Hospital,Virginia Mason Medical Center - 2149,925 Seneca St.,Seattle,WA,98101.0,1979200210,3,EAST,47.60986,-122.32774,1920,1.0,8.0,374466,0,374466,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),1010135.0,,,,,,74.0,162.3000031,165.5,367.8999939,369.3999939,163945984.0,167207104.0,73885472.0,26395222.0,90060497.0,0.0,0.0,False,,Compliant,,6330.91,16.91,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,2.697534622635967,0.0
49966,2016,NonResidential,Other,Smilow Rainier Vista Boys & Girls Club,4520 Martin Luther King Jr. Way S,Seattle,WA,98108.0,6056110050,2,SOUTHEAST,47.5626,-122.29396,2009,1.0,,40265,0,40265,Pre-school/Daycare,Pre-school/Daycare,40265.0,,,,,,,53.59999847,56.20000076,127.5,130.1999969,2159170.25,2261075.5,0.0,402023.1875,1371703.0,7874.669922,787467.0,False,,Compliant,,51.39,1.28,True,False,Nombre d'étages incohérent,NumberofFloors=0 & BuildingType!=Campus,⚠️ Feature Engineering : NaN + Flag,"Structure massive nécessitant plusieurs niveaux (ex: Grand Hyatt, Pacific Place)",True,False,1.0,0.0
49967,2016,Campus,University,University of Washington - Seattle Campus,NE 45th St & Brooklyn Ave,Seattle,WA,98105.0,1625049001,4,NORTHEAST,47.65644,-122.31041,1900,111.0,0.0,9320156,0,9320156,College/University,College/University,9320156.0,,,,,,,93.80000305,0.0,246.6000061,0.0,873923712.0,0.0,84985240.0,192577488.0,657074389.0,0.0,0.0,False,,Compliant,,11140.56,1.2,True,True,Incohérence énergétique,Écart sources/total > 10%,❌ Suppression,CO₂ mathématiquement corrompu (déconnexion sources/total),True,True,1.0,15.09
49968,2016,NonResidential,University,Aerospace,3795 E Stevens Way NE,Seattle,WA,98195.0,1625049001,4,NORTHEAST,47.65395,-122.30584,1969,1.0,4.0,58779,0,58779,College/University,College/University,58779.0,,,,,,,85.09999847,0.0,221.0,0.0,5000717.0,0.0,0.0,1090040.125,3719217.0,0.0,0.0,False,,Compliant,,25.93,0.44,True,True,Incohérence énergétique,Écart sources/total > 10%,❌ Suppression,CO₂ mathématiquement corrompu (déconnexion sources/total),False,False,1.0,25.63
49970,2016,NonResidential,Residence Hall,Cedar Hall,1112 NE 41st ST,Seattle,WA,98105.0,1625049001,4,NORTHEAST,47.65718,-122.31632,2011,1.0,,176225,0,176225,"Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,176225.0,Parking,24000.0,,,,91.0,28.0,29.60000038,70.0,73.59999847,4926695.0,5209463.5,0.0,1003689.188,3424588.0,15021.07031,1502107.0,False,,Compliant,,103.65,0.59,False,False,Nombre d'étages incohérent,NumberofFloors=0 & BuildingType!=Campus,⚠️ Feature Engineering : NaN + Flag,"Structure massive nécessitant plusieurs niveaux (ex: Grand Hyatt, Pacific Place)",True,False,1.0,0.0
